,nome_jogador,nota_geral,nota_potencial,valor_eur,salario_eur,idade,altura_cm,peso_kg,pe_fraco,habilidade,rescisao_eur,ritmo,chute,passe,drible,defesa,fisico,mentalidade_visao,mentalidade_compostura,mentalidade_posicionamento,poder_salto,poder_stamina,poder_forca,posicao
16701,Z. Bailey,58,65,375000.0,900.0,20,170,60,2,2,619000.0,65.0,39.0,52.0,54.0,54.0,52.0,39,39,53,64,60,46,Zagueiro
16702,R. Vera,58,61,275000.0,500.0,25,178,72,3,2,612000.0,62.0,54.0,55.0,59.0,48.0,61.0,60,48,59,70,67,59,Meio campo
16703,C. Saydee,58,75,525000.0,4000.0,19,181,78,2,3,1300000.0,71.0,57.0,46.0,58.0,22.0,54.0,48,51,57,69,53,60,Atacante
16704,Lee Pung Yeon,58,71,475000.0,750.0,21,189,83,3,2,891000.0,59.0,33.0,43.0,54.0,57.0,63.0,37,49,23,67,53,69,Zagueiro
16705,J. March,58,65,400000.0,3000.0,24,175,71,3,2,780000.0,70.0,56.0,45.0,59.0,20.0,62.0,49,46,58,77,65,68,Atacante
16706,K. Dohi,58,70,500000.0,1000.0,20,180,68,3,2,725000.0,61.0,47.0,59.0,62.0,54.0,59.0,57,49,51,66,49,63,Meio campo
16707,S. Ayukawa,58,69,450000.0,1000.0,19,164,61,3,2,653000.0,54.0,60.0,45.0,59.0,31.0,53.0,55,55,61,69,73,40,Atacante
16708,R. Nuñez,58,66,450000.0,500.0,23,168,67,3,2,1100000.0,60.0,52.0,53.0,58.0,49.0,51.0,60,41,58,61,62,40,Meio campo
16710,G. Caschili,58,77,500000.0,500.0,17,171,72,3,2,1000000.0,76.0,44.0,57.0,64.0,51.0,43.0,60,49,40,58,33,40,Meio campo
16711,S. Zobo,58,69,450000.0,1000.0,20,180,68,3,2,878000.0,50.0,61.0,42.0,55.0,23.0,58.0,47,55,57,69,73,57,Atacante
16712,A. Dumitrescu,58,70,475000.0,1000.0,20,178,70,2,2,736000.0,72.0,35.0,44.0,42.0,58.0,60.0,47,50,52,71,64,56,Zagueiro
16717,B. Duke,58,73,500000.0,1000.0,20,170,66,2,2,1100000.0,64.0,52.0,56.0,63.0,44.0,55.0,54,53,56,61,63,53,Meio campo
16718,M. Barbery,58,76,525000.0,500.0,19,173,65,3,2,1500000.0,64.0,49.0,53.0,59.0,51.0,50.0,46,57,55,60,65,42,Meio campo
16721,A. Ichikawa,58,65,350000.0,550.0,22,190,86,2,1,508000.0,,,,,,,46,22,5,37,17,80,Goleiro
16722,Y. Rivas,58,67,450000.0,500.0,19,178,63,2,2,1100000.0,58.0,59.0,38.0,60.0,20.0,55.0,50,48,60,61,54,65,Atacante
16723,F. Krebs,58,66,450000.0,750.0,22,188,71,3,2,743000.0,60.0,40.0,56.0,58.0,49.0,59.0,59,59,45,53,59,64,Meio campo
16724,X. Flores,58,71,475000.0,500.0,19,173,67,3,2,1300000.0,61.0,53.0,53.0,58.0,51.0,46.0,55,48,56,58,65,39,Meio campo
16725,J. Mero,58,61,210000.0,500.0,26,188,83,2,1,467000.0,,,,,,,30,36,11,55,24,59,Goleiro
16729,Shin Won Ho,58,69,425000.0,1000.0,20,176,67,3,2,616000.0,79.0,31.0,51.0,57.0,52.0,55.0,47,43,60,69,53,57,Zagueiro
16730,Heo Yul,58,75,550000.0,850.0,20,193,87,3,2,1000000.0,68.0,55.0,38.0,55.0,26.0,71.0,41,55,57,69,63,80,Atacante
16731,B. Garrity,58,65,400000.0,2000.0,24,182,74,2,3,780000.0,68.0,49.0,57.0,59.0,57.0,52.0,58,60,53,66,55,48,Meio campo
16732,J. Miers,58,71,425000.0,500.0,20,192,89,2,1,1200000.0,,,,,,,31,21,4,37,26,70,Goleiro
16734,J. Cabezudo,58,69,375000.0,500.0,19,180,80,2,1,881000.0,,,,,,,40,36,8,51,30,55,Goleiro
16737,T. Simpson,58,70,475000.0,1000.0,19,186,81,3,2,,71.0,56.0,40.0,57.0,18.0,61.0,46,49,57,65,63,70,Atacante
16738,C. Adorno,58,73,425000.0,500.0,20,174,70,2,1,1200000.0,,,,,,,33,34,5,58,16,35,Goleiro
16739,J. Escate,58,72,475000.0,500.0,19,181,65,3,3,1300000.0,71.0,53.0,55.0,61.0,42.0,49.0,55,44,48,46,65,49,Meio campo
16740,J. Hernández,58,69,450000.0,3000.0,21,172,74,2,2,855000.0,53.0,61.0,47.0,56.0,22.0,48.0,51,51,59,67,51,50,Atacante
16741,S. Seiler,58,70,500000.0,2000.0,20,174,73,3,2,825000.0,69.0,49.0,55.0,61.0,51.0,63.0,51,48,53,64,66,64,Meio campo
16742,Christian Marques,58,80,625000.0,3000.0,18,187,75,3,2,1800000.0,51.0,37.0,52.0,48.0,59.0,62.0,59,63,40,68,61,64,Zagueiro
16743,J. Moon,58,70,450000.0,4000.0,20,186,75,3,2,923000.0,62.0,26.0,35.0,37.0,58.0,65.0,30,40,28,67,58,71,Zagueiro
16744,A. Aravena,58,73,475000.0,900.0,18,175,70,3,3,962000.0,64.0,57.0,51.0,63.0,19.0,55.0,61,55,57,67,60,61,Atacante
16745,D. Ghindovean,58,66,450000.0,850.0,19,181,77,3,3,743000.0,70.0,54.0,58.0,62.0,48.0,62.0,55,56,55,57,70,64,Meio campo
16746,Y. Sato,58,64,300000.0,2000.0,22,183,77,3,2,435000.0,63.0,25.0,41.0,44.0,57.0,67.0,33,46,22,64,57,74,Zagueiro
16747,A. Lind,58,74,525000.0,1000.0,19,186,85,3,2,984000.0,65.0,54.0,51.0,59.0,36.0,66.0,50,55,56,66,58,73,Atacante
16748,N. Gordon,58,71,450000.0,2000.0,19,183,72,2,2,1100000.0,64.0,27.0,35.0,41.0,59.0,66.0,27,45,25,66,61,70,Zagueiro
16750,J. Sterner,58,70,475000.0,2000.0,19,180,70,4,2,855000.0,64.0,42.0,60.0,62.0,53.0,53.0,62,47,43,59,55,49,Meio campo
16751,M. Liesegang,58,65,350000.0,2000.0,21,189,83,2,1,700000.0,,,,,,,26,31,4,62,26,49,Goleiro
16753,M. Schulze,58,70,425000.0,1000.0,20,190,85,3,1,765000.0,,,,,,,24,29,8,54,32,58,Goleiro
16756,J. Kroesen,58,71,400000.0,500.0,18,184,75,2,1,830000.0,,,,,,,42,40,7,64,28,52,Goleiro
16758,L. Klatte,58,68,400000.0,950.0,21,186,79,2,1,700000.0,,,,,,,38,28,4,55,20,58,Goleiro
16761,A. Allemeersch,58,72,475000.0,2000.0,19,183,73,3,2,1000000.0,64.0,58.0,41.0,56.0,21.0,51.0,47,49,54,64,51,61,Atacante
16762,M. Tsoungui,58,73,450000.0,650.0,18,180,80,3,2,934000.0,73.0,32.0,49.0,56.0,53.0,70.0,44,54,48,62,61,79,Zagueiro
16764,J. Henderson,58,73,475000.0,650.0,19,168,71,4,2,1100000.0,74.0,47.0,53.0,59.0,52.0,49.0,55,52,56,54,67,37,Lateral
16765,F. Kara,58,70,475000.0,2000.0,20,179,75,3,2,1000000.0,60.0,30.0,43.0,42.0,59.0,54.0,29,42,26,54,52,56,Zagueiro
16766,F. Schneider,58,72,475000.0,2000.0,18,184,73,3,2,1200000.0,54.0,54.0,56.0,59.0,54.0,61.0,54,47,57,55,60,62,Meio campo
16767,Phelipe,58,66,400000.0,850.0,22,185,82,2,1,680000.0,,,,,,,55,37,9,57,29,64,Goleiro
16768,A. Németh,58,79,650000.0,1000.0,18,187,78,3,2,1600000.0,76.0,57.0,44.0,61.0,19.0,57.0,48,54,49,62,61,57,Atacante
16769,Rafael Bandeira,58,70,475000.0,750.0,20,182,70,3,2,950000.0,73.0,32.0,47.0,56.0,54.0,43.0,47,48,53,34,45,39,Zagueiro
16770,F. Cousin-Dawson,58,71,450000.0,850.0,18,184,74,3,2,1100000.0,69.0,25.0,40.0,45.0,57.0,63.0,28,49,23,76,62,70,Zagueiro
16773,B. Šatkus,58,68,425000.0,1000.0,20,192,83,5,2,765000.0,66.0,36.0,49.0,52.0,57.0,67.0,49,49,36,70,60,74,Zagueiro
16774,J. Ngouabi,58,76,475000.0,500.0,18,197,83,3,2,1100000.0,55.0,27.0,41.0,38.0,56.0,72.0,28,46,27,76,66,81,Zagueiro
16776,E. Ring,58,73,475000.0,950.0,19,185,74,2,2,891000.0,75.0,55.0,48.0,59.0,24.0,59.0,52,53,56,64,61,65,Atacante
16777,J. Buchta,58,67,425000.0,1000.0,20,182,71,3,2,701000.0,68.0,26.0,49.0,50.0,54.0,61.0,36,38,32,66,62,60,Lateral
16778,C. Barker,58,74,500000.0,500.0,18,180,70,2,2,1200000.0,69.0,35.0,47.0,50.0,57.0,59.0,46,50,45,66,63,58,Zagueiro
16779,V. Schippers,58,68,425000.0,1000.0,20,182,83,2,2,701000.0,48.0,33.0,37.0,53.0,63.0,70.0,41,48,35,65,62,78,Zagueiro
16780,F. Dele-Bashiru,58,73,500000.0,950.0,20,176,76,3,2,1200000.0,66.0,42.0,54.0,62.0,47.0,66.0,48,62,62,55,71,68,Meio campo
16782,F. Irorere,58,73,450000.0,1000.0,19,195,80,3,2,979000.0,53.0,30.0,38.0,39.0,58.0,61.0,30,44,27,64,52,69,Zagueiro
16783,C. Archer,58,75,525000.0,6000.0,19,186,71,2,2,1300000.0,58.0,59.0,49.0,56.0,22.0,50.0,53,56,56,60,58,51,Atacante
16784,H. Roberts,58,75,500000.0,4000.0,19,180,70,3,2,1300000.0,72.0,44.0,53.0,54.0,57.0,64.0,49,45,39,83,58,70,Zagueiro
16785,M. Fofana,58,67,450000.0,850.0,20,177,70,3,2,900000.0,75.0,40.0,58.0,61.0,51.0,65.0,52,51,53,71,73,63,Meio campo
16786,C. Cortés,58,69,450000.0,550.0,19,188,72,2,3,698000.0,58.0,59.0,41.0,53.0,25.0,68.0,44,41,58,62,63,82,Atacante
16787,T. Jenks,58,75,525000.0,850.0,19,192,80,3,3,1200000.0,69.0,52.0,55.0,61.0,56.0,66.0,58,47,53,66,64,67,Meio campo
16791,T. Thomas,58,66,450000.0,2000.0,22,172,65,3,2,743000.0,68.0,50.0,55.0,62.0,58.0,61.0,56,54,52,68,62,59,Meio campo
16792,M. Hilgers,58,73,450000.0,1000.0,20,186,78,3,2,956000.0,69.0,41.0,42.0,45.0,59.0,56.0,33,56,26,63,42,65,Zagueiro
16793,V. Molchan,58,67,425000.0,750.0,20,188,72,3,2,829000.0,57.0,29.0,40.0,35.0,60.0,64.0,27,43,28,65,67,67,Zagueiro
16794,E. Oubella,58,72,450000.0,950.0,20,187,77,3,2,934000.0,65.0,29.0,35.0,39.0,60.0,62.0,31,49,28,73,60,64,Zagueiro
16795,F. Mendy,58,69,425000.0,750.0,20,191,79,3,2,850000.0,71.0,25.0,39.0,39.0,59.0,62.0,29,38,21,70,60,70,Zagueiro
16796,Lluis Tarrés,58,72,425000.0,900.0,20,189,86,3,1,946000.0,,,,,,,49,26,6,65,21,35,Goleiro
16797,J. Maher,58,68,425000.0,900.0,21,190,80,2,2,701000.0,57.0,22.0,39.0,47.0,59.0,66.0,32,38,25,75,66,70,Zagueiro
16798,J. Daley,58,67,450000.0,950.0,23,175,68,3,2,653000.0,66.0,43.0,57.0,63.0,47.0,53.0,55,60,55,62,70,51,Meio campo
16799,I. Al Nakhli,58,65,375000.0,3000.0,24,178,68,3,2,694000.0,62.0,25.0,41.0,42.0,56.0,68.0,29,44,28,82,67,72,Zagueiro
16800,L. Robinson,58,72,475000.0,500.0,19,176,72,3,2,1100000.0,69.0,28.0,45.0,48.0,55.0,61.0,37,42,45,65,70,62,Zagueiro
16801,L. Sánchez,58,66,425000.0,5000.0,21,182,73,3,2,765000.0,59.0,28.0,33.0,39.0,62.0,59.0,30,41,26,73,62,60,Zagueiro
16802,M. Romero,58,74,525000.0,500.0,19,179,69,3,2,1500000.0,63.0,55.0,42.0,52.0,19.0,56.0,44,45,60,66,58,65,Atacante
16804,M. Bruns,58,74,525000.0,650.0,18,183,67,3,2,1100000.0,64.0,43.0,59.0,57.0,57.0,59.0,57,57,51,66,66,56,Meio campo
16805,A. Robertson,58,81,650000.0,500.0,18,176,66,3,2,1800000.0,69.0,47.0,57.0,61.0,50.0,51.0,49,51,63,59,56,42,Meio campo
16806,D. Svensson,58,70,475000.0,1000.0,19,178,72,2,2,689000.0,75.0,42.0,52.0,59.0,51.0,57.0,49,52,51,66,55,60,Lateral
16808,J. Tchamadeu,58,71,450000.0,500.0,17,180,72,2,2,1100000.0,77.0,43.0,50.0,57.0,53.0,62.0,49,49,48,58,63,63,Lateral
16809,J. Gal,58,61,190000.0,550.0,28,187,80,3,1,252000.0,,,,,,,26,28,8,49,26,67,Goleiro
16810,V. Dahlström,58,64,325000.0,700.0,24,186,81,3,2,471000.0,64.0,59.0,41.0,51.0,28.0,60.0,48,46,56,62,60,67,Atacante
16811,L. Lewis,58,72,425000.0,650.0,20,193,80,2,1,882000.0,,,,,,,44,40,10,47,30,64,Goleiro
16813,D. Odumosu,58,73,425000.0,500.0,20,185,80,3,1,924000.0,,,,,,,50,40,6,65,28,60,Goleiro
16815,L. Rosenlöcher,58,68,425000.0,1000.0,20,183,79,3,2,765000.0,76.0,45.0,49.0,56.0,52.0,66.0,46,41,52,60,55,78,Zagueiro
16816,A. Griger,58,77,500000.0,900.0,17,192,78,3,2,1100000.0,67.0,58.0,44.0,55.0,18.0,58.0,57,56,58,66,54,71,Atacante
16817,P. Nwadike,58,65,375000.0,650.0,22,190,87,2,2,544000.0,61.0,32.0,46.0,51.0,55.0,71.0,38,52,32,66,61,81,Zagueiro
16818,M. Musolitin,58,67,425000.0,1000.0,22,177,67,3,2,659000.0,68.0,35.0,53.0,52.0,53.0,53.0,47,44,48,64,68,43,Zagueiro
16819,I. Ouchi,58,67,375000.0,500.0,20,184,79,2,1,544000.0,,,,,,,44,34,7,61,28,60,Goleiro
16820,N. Abe,58,58,25000.0,900.0,37,186,81,2,1,31000.0,,,,,,,60,56,8,56,30,52,Goleiro
16821,K. Tachikawa,58,63,250000.0,550.0,24,188,78,3,1,331000.0,,,,,,,34,39,5,51,29,65,Goleiro
16822,A. García,58,65,375000.0,1000.0,22,180,76,2,2,694000.0,53.0,28.0,38.0,43.0,61.0,58.0,28,44,31,70,62,59,Zagueiro
16828,L. Bodnar,58,66,425000.0,700.0,21,185,73,3,2,616000.0,65.0,24.0,43.0,48.0,58.0,65.0,30,54,26,76,73,66,Zagueiro
16829,A. Saldaña,58,73,475000.0,800.0,19,173,66,4,3,1000000.0,60.0,49.0,57.0,60.0,50.0,63.0,59,62,48,56,61,64,Meio campo
16830,S. Owusu,58,63,275000.0,850.0,25,176,75,3,2,364000.0,63.0,27.0,41.0,45.0,60.0,59.0,28,43,28,72,59,63,Zagueiro
16831,K. McDonald,58,70,475000.0,1000.0,19,178,70,3,2,998000.0,73.0,30.0,37.0,58.0,52.0,61.0,36,40,54,52,70,59,Zagueiro
16832,V. Rodríguez,58,73,475000.0,500.0,20,173,68,2,2,1300000.0,68.0,29.0,46.0,56.0,51.0,62.0,39,38,44,58,60,66,Lateral
16833,W. Suzuki,58,75,525000.0,500.0,18,192,85,3,2,,61.0,55.0,50.0,54.0,30.0,70.0,48,42,49,67,55,85,Atacante
16837,K. Wachowiak,58,71,475000.0,650.0,19,175,67,2,2,938000.0,71.0,43.0,48.0,54.0,51.0,52.0,41,43,48,52,64,48,Zagueiro
16838,R. Werthmüller,58,72,500000.0,5000.0,20,177,72,4,2,1200000.0,68.0,58.0,47.0,61.0,24.0,52.0,47,52,56,55,52,57,Atacante
16839,S. Adjei,58,59,240000.0,800.0,27,192,87,2,2,318000.0,54.0,61.0,35.0,50.0,24.0,75.0,45,43,53,81,59,91,Atacante
16842,R. Castellanos,58,67,425000.0,1000.0,23,188,82,4,2,701000.0,58.0,24.0,38.0,41.0,57.0,67.0,32,44,24,77,56,80,Zagueiro
16843,D. Pereira,58,72,500000.0,1000.0,20,175,68,3,2,1000000.0,64.0,52.0,55.0,65.0,45.0,57.0,50,58,57,57,66,54,Meio campo
16844,E. Cabezas,58,66,425000.0,500.0,22,179,76,3,2,999000.0,60.0,29.0,38.0,41.0,59.0,62.0,29,39,20,74,62,65,Zagueiro
16845,L. Sprekelmeyer,58,70,450000.0,500.0,19,186,78,3,2,743000.0,55.0,23.0,40.0,44.0,60.0,58.0,22,50,18,60,34,70,Zagueiro
16847,Y. Sylla,58,76,525000.0,1000.0,18,180,70,3,2,1100000.0,79.0,58.0,46.0,63.0,20.0,62.0,47,43,48,73,59,68,Atacante
16849,S. Rodríguez,58,71,475000.0,1000.0,19,178,88,3,2,1100000.0,61.0,45.0,58.0,55.0,51.0,66.0,54,47,51,62,55,75,Meio campo
16850,M. Johnen,58,74,450000.0,500.0,18,186,90,2,1,934000.0,,,,,,,32,29,9,48,27,53,Goleiro
16851,B. Willumsson,58,70,500000.0,700.0,20,185,72,3,3,725000.0,62.0,57.0,52.0,60.0,38.0,61.0,50,54,56,55,59,60,Atacante
16853,P. Hernández,58,68,425000.0,2000.0,20,176,66,2,2,808000.0,61.0,32.0,42.0,55.0,57.0,51.0,40,39,46,63,63,42,Zagueiro
16854,E. Abreu,58,68,450000.0,500.0,20,165,62,3,2,1100000.0,65.0,47.0,52.0,58.0,48.0,55.0,55,45,56,49,75,48,Meio campo
16855,E. Ruiz,58,71,450000.0,500.0,18,168,63,2,2,1200000.0,59.0,24.0,42.0,42.0,57.0,59.0,30,43,21,61,61,57,Zagueiro
16856,B. Ruiz,58,77,500000.0,500.0,18,170,64,3,2,1400000.0,65.0,31.0,48.0,54.0,52.0,51.0,43,39,39,59,64,38,Zagueiro
16857,J. Geusens,58,74,525000.0,1000.0,19,185,72,3,2,1100000.0,62.0,49.0,58.0,61.0,43.0,58.0,58,45,50,63,56,58,Meio campo
16858,M. Acosta,58,68,450000.0,500.0,20,175,70,2,3,1100000.0,67.0,55.0,58.0,57.0,55.0,54.0,58,38,55,57,59,50,Meio campo
16860,M. Sánchez,58,74,525000.0,550.0,19,180,75,3,2,1000000.0,62.0,56.0,52.0,59.0,35.0,54.0,60,53,57,60,57,56,Atacante
16863,Leonço,58,58,210000.0,3000.0,28,185,73,3,2,326000.0,62.0,58.0,40.0,51.0,24.0,60.0,45,44,61,71,54,76,Atacante
16865,S. Breza,58,65,350000.0,3000.0,23,193,87,2,1,,,,,,,,32,23,8,48,34,66,Goleiro
16866,F. García,58,64,325000.0,500.0,23,178,82,3,2,764000.0,55.0,57.0,39.0,54.0,26.0,62.0,45,43,62,62,65,65,Atacante
16867,R. Hope-Gund,58,68,425000.0,900.0,21,185,77,3,2,723000.0,69.0,29.0,41.0,46.0,57.0,63.0,32,65,22,71,62,72,Zagueiro
16868,T. Bloxham,58,72,475000.0,500.0,17,195,82,3,2,1100000.0,72.0,55.0,45.0,54.0,23.0,66.0,46,42,55,51,67,74,Atacante
16870,J. Pérez,58,68,450000.0,500.0,20,175,67,3,2,1100000.0,62.0,54.0,54.0,61.0,52.0,55.0,55,45,58,58,65,50,Meio campo
16872,M. Sanhouse,58,64,275000.0,500.0,21,178,75,3,1,646000.0,,,,,,,37,32,7,65,20,47,Goleiro
16874,Y. Pandor,58,68,375000.0,2000.0,20,178,73,2,1,825000.0,,,,,,,28,24,9,57,23,51,Goleiro
16875,D. Wolfe,58,71,475000.0,500.0,19,185,79,2,2,891000.0,64.0,43.0,49.0,57.0,53.0,55.0,40,43,44,56,63,53,Zagueiro
16876,L. Britton,58,70,500000.0,5000.0,20,193,75,2,2,1100000.0,60.0,56.0,41.0,53.0,25.0,68.0,51,50,60,67,59,73,Atacante
16877,A. Calut,58,73,450000.0,700.0,18,180,66,3,2,956000.0,70.0,26.0,48.0,58.0,53.0,52.0,35,56,32,66,53,46,Zagueiro
16878,H. Tebily,58,72,475000.0,800.0,19,182,75,2,2,1100000.0,70.0,57.0,51.0,59.0,22.0,55.0,45,52,56,62,59,59,Atacante
16880,F. Winther,58,68,450000.0,650.0,21,185,75,3,2,653000.0,67.0,39.0,54.0,56.0,55.0,70.0,55,40,54,62,69,70,Meio campo
16881,K. Davis,58,58,130000.0,2000.0,33,172,74,3,2,228000.0,52.0,51.0,56.0,59.0,54.0,65.0,58,56,54,63,68,66,Meio campo
16882,F. Freissegger,58,68,425000.0,1000.0,20,184,75,3,2,701000.0,60.0,29.0,51.0,56.0,53.0,55.0,43,49,42,62,51,56,Zagueiro
16883,S. Mogoșanu,58,60,170000.0,1000.0,28,180,77,1,1,242000.0,,,,,,,23,29,4,61,23,49,Goleiro
16884,A. Nastos,58,58,130000.0,1000.0,32,182,78,3,2,176000.0,51.0,31.0,39.0,35.0,57.0,67.0,31,41,32,60,49,78,Zagueiro
16885,Unai Marino,58,71,450000.0,650.0,21,185,81,3,1,979000.0,,,,,,,22,24,5,63,25,59,Goleiro
16886,D. Stirpe,58,74,500000.0,500.0,18,176,73,3,2,1400000.0,76.0,32.0,47.0,53.0,54.0,57.0,40,48,50,58,63,55,Zagueiro
16888,J. Schuurman,58,67,400000.0,1000.0,22,190,80,3,1,660000.0,,,,,,,36,37,13,34,16,62,Goleiro
16891,M. Biegański,58,70,425000.0,500.0,19,190,84,2,1,659000.0,,,,,,,36,38,8,39,37,61,Goleiro
16892,K. Schmidt,58,70,450000.0,500.0,19,186,79,3,2,743000.0,55.0,24.0,42.0,36.0,58.0,66.0,35,40,22,82,62,70,Zagueiro
16893,S. Risch,58,67,425000.0,550.0,21,178,68,3,2,701000.0,68.0,36.0,52.0,58.0,52.0,54.0,45,38,44,64,61,47,Zagueiro
16894,D. Sokół,58,67,450000.0,850.0,22,185,69,3,2,698000.0,74.0,56.0,47.0,57.0,19.0,57.0,56,46,57,63,55,67,Atacante
16895,D. Kąkolewski,58,63,240000.0,1000.0,25,192,81,1,1,342000.0,,,,,,,40,39,7,64,32,68,Goleiro
16896,P. Czarnowski,58,62,300000.0,1000.0,23,180,75,2,2,428000.0,73.0,60.0,40.0,56.0,21.0,58.0,46,58,55,66,58,63,Atacante
16898,T. Malbec,58,69,375000.0,1000.0,19,187,70,2,1,825000.0,,,,,,,37,27,4,49,22,56,Goleiro
16900,C. Taylor,58,71,450000.0,2000.0,19,190,86,3,2,,61.0,26.0,37.0,41.0,58.0,65.0,35,42,31,74,51,76,Zagueiro
16902,A. Dlugaiczyk,58,58,25000.0,500.0,38,195,90,2,1,36000.0,,,,,,,39,30,4,38,19,73,Goleiro
16903,A. Cissoko,58,67,425000.0,900.0,21,191,79,3,2,723000.0,61.0,28.0,37.0,45.0,57.0,67.0,31,49,23,69,62,74,Zagueiro
16905,J. N'Guessan,58,74,525000.0,2000.0,18,177,80,2,3,,70.0,53.0,61.0,61.0,38.0,57.0,63,62,53,52,60,62,Meio campo
16906,Acín,58,67,375000.0,850.0,20,183,77,3,1,675000.0,,,,,,,39,36,8,58,30,55,Goleiro
16908,R. Thorkelsson,58,72,450000.0,650.0,19,188,77,2,2,934000.0,64.0,24.0,40.0,43.0,57.0,68.0,30,43,30,68,64,73,Zagueiro
16909,H. Muller,58,74,500000.0,1000.0,19,191,79,3,2,,61.0,29.0,41.0,47.0,58.0,64.0,35,42,28,68,62,69,Zagueiro
16913,A. Zárate,58,66,450000.0,500.0,20,172,70,3,2,1100000.0,64.0,46.0,56.0,62.0,49.0,51.0,62,54,50,58,60,46,Meio campo
16914,L. Griebsch,58,73,450000.0,500.0,17,179,75,2,2,934000.0,68.0,44.0,51.0,55.0,53.0,63.0,45,41,53,64,70,62,Zagueiro
16917,B. Klefisch,58,75,525000.0,3000.0,18,179,67,3,2,1200000.0,62.0,45.0,59.0,58.0,59.0,58.0,54,51,40,65,52,57,Meio campo
16918,V. Lesieur,58,73,400000.0,500.0,18,195,80,2,1,1100000.0,,,,,,,29,26,8,37,18,64,Goleiro
16919,Miguel Muñoz,58,63,275000.0,1000.0,24,182,70,3,2,392000.0,63.0,31.0,48.0,44.0,60.0,58.0,33,53,26,74,65,60,Zagueiro
16920,D. Toma,58,69,450000.0,800.0,21,176,67,2,2,698000.0,59.0,45.0,53.0,56.0,48.0,53.0,47,52,46,52,68,47,Meio campo
16921,W. Swedberg,58,77,500000.0,500.0,17,185,67,3,3,938000.0,68.0,51.0,55.0,64.0,47.0,57.0,60,50,53,49,69,51,Meio campo
16922,P. Schulze,58,76,450000.0,700.0,18,190,82,2,1,1000000.0,,,,,,,27,38,8,32,26,64,Goleiro
16923,C. Gavra,58,58,210000.0,1000.0,28,186,82,3,2,284000.0,66.0,56.0,44.0,55.0,26.0,70.0,48,54,58,62,66,75,Atacante
16926,M. Król,58,64,300000.0,550.0,21,173,73,2,2,465000.0,74.0,37.0,47.0,54.0,54.0,66.0,43,51,44,67,74,65,Zagueiro
16927,A. Dragu,58,67,425000.0,1000.0,21,171,65,3,3,659000.0,81.0,46.0,49.0,61.0,49.0,55.0,48,46,55,60,63,51,Zagueiro
16929,D. Lelle,58,75,475000.0,2000.0,18,178,62,2,2,1100000.0,55.0,32.0,36.0,43.0,62.0,49.0,33,45,30,68,52,44,Zagueiro
16930,H. Gangstad,58,70,475000.0,850.0,19,183,70,4,2,784000.0,72.0,32.0,38.0,58.0,56.0,54.0,36,50,52,59,63,50,Zagueiro
16931,M. Ben Fredj,58,68,450000.0,1000.0,21,176,61,3,2,900000.0,57.0,61.0,42.0,55.0,20.0,44.0,48,46,54,64,54,41,Atacante
16932,S. Mischitz,58,72,450000.0,500.0,17,175,60,3,2,934000.0,66.0,27.0,48.0,58.0,53.0,48.0,44,49,37,63,58,41,Zagueiro
16933,N. Bischof,58,71,475000.0,1000.0,18,188,75,3,2,986000.0,71.0,56.0,42.0,61.0,22.0,53.0,47,47,58,48,55,59,Atacante
16934,E. Bejic,58,68,425000.0,2000.0,20,180,70,3,2,701000.0,73.0,38.0,43.0,44.0,58.0,58.0,42,40,28,69,57,57,Zagueiro
16936,K. Custovic,58,66,450000.0,1000.0,21,187,82,3,2,653000.0,67.0,47.0,56.0,58.0,56.0,66.0,58,57,54,63,62,68,Meio campo
16937,S. Van Damme,58,76,450000.0,500.0,18,191,78,3,1,956000.0,,,,,,,39,27,6,33,21,57,Goleiro
16938,T. Roufosse,58,69,375000.0,1000.0,20,181,70,5,1,619000.0,,,,,,,33,26,7,57,26,49,Goleiro
16940,V. Míka,58,68,425000.0,500.0,21,189,79,3,2,1000000.0,60.0,23.0,35.0,42.0,57.0,69.0,27,50,28,66,62,75,Zagueiro
16941,N. Nadje,58,74,500000.0,800.0,17,185,72,3,2,1300000.0,61.0,60.0,45.0,55.0,25.0,52.0,51,51,61,63,52,58,Atacante
16942,A. Makatounakis,58,77,450000.0,500.0,17,186,74,4,1,979000.0,,,,,,,40,31,3,51,17,51,Goleiro
16944,O. Boissy,58,65,425000.0,1000.0,22,191,80,2,2,829000.0,52.0,57.0,35.0,51.0,27.0,68.0,47,48,55,63,56,82,Atacante
16946,A. Dziedzic,58,73,475000.0,500.0,18,185,75,3,2,938000.0,58.0,46.0,53.0,57.0,53.0,55.0,56,60,47,56,65,52,Meio campo
16947,M. Alfarela,58,65,400000.0,1000.0,23,173,67,3,3,780000.0,63.0,57.0,48.0,62.0,25.0,48.0,49,48,57,56,57,47,Atacante
16948,K. Nwoko,58,64,325000.0,650.0,23,188,88,3,2,569000.0,55.0,57.0,39.0,49.0,22.0,67.0,41,50,60,63,59,74,Atacante
16949,R. Pessel,58,71,475000.0,500.0,17,186,79,3,2,986000.0,69.0,53.0,54.0,57.0,58.0,66.0,53,50,51,64,62,70,Meio campo
16950,S. Cissé,58,64,300000.0,850.0,22,190,80,3,2,585000.0,57.0,28.0,41.0,39.0,57.0,66.0,34,43,24,60,61,74,Zagueiro
16951,A. Paulsen,58,75,450000.0,500.0,18,183,74,3,1,844000.0,,,,,,,53,43,18,64,45,52,Goleiro
